"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"2194","P34897;H0YIZ0;G3V5L0;G3V2Y4;G3V540;G3V4W5;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2W0;G3V2E4","P34897;H0YIZ0;G3V5L0;G3V2Y4;G3V540;G3V4W5;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2W0;G3V2E4","P34897;H0YIZ0","11;6;5;5;3;3;2;2;2;2;2;2","11;6;5;5;3;3;2;2;2;2;2;2","10;6;4;4;2;2;2;2;2;2;2;2","Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase, mitochondrial (Fragment)",12,11,11,10
"2195","P34932;A0A087WYC1;A0A087WTS8","P34932;A0A087WYC1;A0A087WTS8","P34932;A0A087WYC1;A0A087WTS8","33;23;18","33;23;18","30;20;17","Heat shock 70 kDa protein 4;Heat shock 70 kDa protein 4;Heat shock 70 kDa protein 4",3,33,33,30
"2196","P35221;G3XAM7;E5RIB1;E5RJ41;E5RHV7;E5RGD2;H0YBB8;E5RGY6;E5RG03;E5RJP7;E5RGY7;E5RFM3;E5RJL0;E5RFM5;E5RIE0;E5RJZ2;E5RIT8;E5RFG3;E5RFK9","P35221;G3XAM7;E5RIB1;E5RJ41;E5RHV7;E5RGD2;H0YBB8;E5RGY6;E5RG03;E5RJP7;E5RGY7;E5RFM3;E5RJL0;E5RFM5;E5RIE0;E5RJZ2;E5RIT8;E5RFG3;E5RFK9","P35221;G3XAM7","31;29;7;6;4;4;4;4;4;3;3;2;2;2;2;1;1;1;1","31;29;7;6;4;4;4;4;4;3;3;2;2;2;2;1;1;1;1","25;23;7;6;4;4;1;4;4;3;3;2;2;2;2;1;1;1;1","Catenin alpha-1;Catenin (Cadherin-associated protein), alpha 1, 102kDa, isoform CRA_a",19,31,31,25
"2197","P35232;C9JZ20;E7ESE2;E9PCW0;C9JW96;D6RBK0","P35232;C9JZ20;E7ESE2;E9PCW0;C9JW96;D6RBK0","P35232;C9JZ20;E7ESE2;E9PCW0;C9JW96","7;6;6;6;6;3","7;6;6;6;6;3","7;6;6;6;6;3","Prohibitin;Prohibitin (Fragment);Prohibitin (Fragment);Prohibitin (Fragment);Prohibitin (Fragment)",6,7,7,7
"2198","P35241;A0A2R8Y5S7;A0A2R8Y7M3;A0A2R8Y4H6;E9PQ82;E9PNV3;A0A2R8Y5P0","P35241;A0A2R8Y5S7;A0A2R8Y7M3;A0A2R8Y4H6;E9PQ82;E9PNV3;A0A2R8Y5P0","P35241;A0A2R8Y5S7;A0A2R8Y7M3","29;28;25;4;3;3;2","16;15;12;4;1;1;1","15;14;11;4;0;0;0","Radixin;Radixin;Radixin",7,29,16,15
"2199","P35250;H7C5P4;A0A087WVY3","P35250;H7C5P4;A0A087WVY3","P35250;H7C5P4;A0A087WVY3","4;3;3","4;3;3","4;3;3","Replication factor C subunit 2;Replication factor C subunit 2 (Fragment);Replication factor C subunit 2",3,4,4,4
"2200","P35251;H0Y8U4","P35251;H0Y8U4","P35251;H0Y8U4","5;3","5;3","5;3","Replication factor C subunit 1;Replication factor C subunit 1 (Fragment)",2,5,5,5
"2201","P35268;K7EMH1;K7ERI7;K7ELC4;K7EP65;K7EKS7;K7EJT5","P35268;K7EMH1;K7ERI7;K7ELC4;K7EP65;K7EKS7;K7EJT5","P35268;K7EMH1;K7ERI7;K7ELC4;K7EP65;K7EKS7","8;7;7;6;5;5;3","8;7;7;6;5;5;3","7;6;6;5;5;5;3","60S ribosomal protein L22;60S ribosomal protein L22 (Fragment);60S ribosomal protein L22;60S ribosomal protein L22 (Fragment);60S ribosomal protein L22 (Fragment);Uncharacterized protein",7,8,8,7
"2202","P35270","P35270","P35270","6","6","6","Sepiapterin reductase",1,6,6,6
"2203","P35354;Q6ZYK7","P35354;Q6ZYK7","P35354","3;1","3;1","3;1","Prostaglandin G/H synthase 2",2,3,3,3
"2205","P35555;F6U495;H0YND0;E9PHW4","P35555;F6U495;H0YND0;E9PHW4","P35555","33;5;4;2","33;5;4;2","30;4;4;0","Fibrillin-1",4,33,33,30
"2206","P35556;D6RJI3;D6REJ2","P35556;D6RJI3;D6REJ2","P35556;D6RJI3","7;4;1","4;2;1","4;2;1","Fibrillin-2;Fibrillin-2",3,7,4,4
"2207","P35573","P35573","P35573","5","5","5","Glycogen debranching enzyme",1,5,5,5
"2208","P35579;Q5BKV1;B1AH99;A0A2R8Y4C3;A1L2Z2;A0A2R8Y454;REV__S4R3H4;REV__E7EQT4;REV__Q9UKV3;A0A087X0T3;P12883;P13535;Q9UKX3;Q9Y623;P13533;P12882;P11055;Q9UKX2;A7E2Y1","P35579;Q5BKV1;B1AH99;A0A2R8Y4C3;A1L2Z2;A0A2R8Y454;REV__S4R3H4;REV__E7EQT4;REV__Q9UKV3;A0A087X0T3;P12883;P13535;Q9UKX3;Q9Y623;P13533;P12882;P11055;Q9UKX2;A7E2Y1","P35579","169;22;12;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1","169;22;12;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1","137;17;9;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0","Myosin-9",19,169,169,137
"2209","P35580;E7ERA5","P35580;E7ERA5","P35580","85;10","62;6","56;6","Myosin-10",2,85,62,56
"2210","P35590;Q5T0B5;A0A087WSY1;O15146","P35590;Q5T0B5;A0A087WSY1;O15146","P35590","5;1;1;1","5;1;1;1","4;0;0;0","Tyrosine-protein kinase receptor Tie-1",4,5,5,4
"2211","P35606;D6RBT6;H0YAC7;D6R997;D6RBZ7;D6RCL6;D6RBG7;H0Y938","P35606;D6RBT6;H0YAC7;D6R997;D6RBZ7;D6RCL6;D6RBG7;H0Y938","P35606","36;6;6;5;4;4;4;1","36;6;6;5;4;4;4;1","36;6;6;5;4;4;4;1","Coatomer subunit beta",8,36,36,36
"2212","P35610;B1APM4","P35610;B1APM4","P35610;B1APM4","2;1","2;1","2;1","Sterol O-acyltransferase 1;Sterol O-acyltransferase 1 (Fragment)",2,2,2,2
"2214","P35625","P35625","P35625","2","2","2","Metalloproteinase inhibitor 3",1,2,2,2
"2215","P35813;B8ZZF0;C9JIR6;A0A3B3IS24;O75688","P35813;B8ZZF0;C9JIR6;A0A3B3IS24;O75688","P35813;B8ZZF0;C9JIR6;A0A3B3IS24;O75688","2;1;1;1;1","2;1;1;1;1","2;1;1;1;1","Protein phosphatase 1A;Protein phosphatase 1B (Fragment);Protein phosphatase 1B (Fragment);PPM-type phosphatase domain-containing protein;Protein phosphatase 1B",5,2,2,2
"2216","P35858","P35858","P35858","1","1","1","Insulin-like growth factor-binding protein complex acid labile subunit",1,1,1,1
"2218","P35914;G5E9S9;B7Z4D4;H0Y2L7;B7Z212;Q8TB92","P35914;G5E9S9;B7Z4D4;H0Y2L7;B7Z212;Q8TB92","P35914","7;1;1;1;1;1","7;1;1;1;1;1","7;1;1;1;1;1","Hydroxymethylglutaryl-CoA lyase, mitochondrial",6,7,7,7
"2219","P35968","P35968","P35968","3","3","3","Vascular endothelial growth factor receptor 2",1,3,3,3
"2220","P35998;C9JLS9","P35998;C9JLS9","P35998","13;5","13;5","13;5","26S proteasome regulatory subunit 7",2,13,13,13
"2221","P36269;H7C1X2","P36269;H7C1X2","P36269","7;2","7;2","7;2","Glutathione hydrolase 5 proenzyme",2,7,7,7
"2222","P36404;V9GYD0","P36404;V9GYD0","P36404;V9GYD0","5;4","5;4","5;4","ADP-ribosylation factor-like protein 2;ARL2-SNX15 readthrough (NMD candidate)",2,5,5,5
"2223","P36405","P36405","P36405","2","2","2","ADP-ribosylation factor-like protein 3",1,2,2,2
"2224","P36507;G5E9C7;A0A1B0GUL7","P36507;G5E9C7;A0A1B0GUL7","P36507","3;1;1","1;0;0","1;0;0","Dual specificity mitogen-activated protein kinase kinase 2",3,3,1,1
"2225","P36542","P36542","P36542","7","7","7","ATP synthase subunit gamma, mitochondrial",1,7,7,7
"2226","P36551;D6RER6;H0YA22","P36551;D6RER6;H0YA22","P36551","10;2;1","10;2;1","10;2;1","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",3,10,10,10
"2227","P36578;H3BM89;H3BTP7;H3BU31","P36578;H3BM89;H3BTP7;H3BU31","P36578;H3BM89","36;27;16;14","36;27;16;14","36;27;16;14","60S ribosomal protein L4;60S ribosomal protein L4",4,36,36,36
"2228","P36871;A0A3B3ITK7","P36871;A0A3B3ITK7","P36871;A0A3B3ITK7","16;15","16;15","16;15","Phosphoglucomutase-1;Phosphoglucomutase-1",2,16,16,16
"2229","P36915;A0A140T8Y2;A2AB27","P36915;A0A140T8Y2;A2AB27","P36915;A0A140T8Y2","11;8;3","11;8;3","11;8;3","Guanine nucleotide-binding protein-like 1;Guanine nucleotide-binding protein-like 1 (Fragment)",3,11,11,11
"2230","P36957;Q86SW4;H0YJF9;G3V5M3;G3V3F0","P36957;Q86SW4;H0YJF9;G3V5M3;G3V3F0","P36957","8;3;1;1;1","8;3;1;1;1","8;3;1;1;1","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",5,8,8,8
"2231","P37059;H3BS44;H3BRZ6;H3BNN1","P37059;H3BS44;H3BRZ6;H3BNN1","P37059;H3BS44;H3BRZ6","4;3;2;1","4;3;2;1","4;3;2;1","Estradiol 17-beta-dehydrogenase 2;Estradiol 17-beta-dehydrogenase 2 (Fragment);Estradiol 17-beta-dehydrogenase 2 (Fragment)",4,4,4,4
"2232","P37108;H0YLA2;H0YLW0","P37108;H0YLA2;H0YLW0","P37108;H0YLA2","8;4;2","8;4;2","8;4;2","Signal recognition particle 14 kDa protein;Signal recognition particle 14 kDa protein",3,8,8,8
"2233","P37173","P37173","P37173","9","9","9","TGF-beta receptor type-2",1,9,9,9
"2234","P37235;P84074;C9JW46;E9PC71;P61601","P37235;P84074;C9JW46;E9PC71;P61601","P37235;P84074","3;2;1;1;1","3;2;1;1;1","3;2;1;1;1","Hippocalcin-like protein 1;Neuron-specific calcium-binding protein hippocalcin",5,3,3,3
"2235","P37268;E9PNM1;A0A1W2PQ47;E9PJG4;E9PQ90;E9PNJ2;E9PSH1","P37268;E9PNM1;A0A1W2PQ47;E9PJG4;E9PQ90;E9PNJ2;E9PSH1","P37268;E9PNM1;A0A1W2PQ47","7;6;5;3;1;1;1","7;6;5;3;1;1;1","7;6;5;3;1;1;1","Squalene synthase;Squalene synthase;Squalene synthase",7,7,7,7
"2236","P37802;X6RJP6;C9J5W6;Q9UI15","P37802;X6RJP6;C9J5W6;Q9UI15","P37802;X6RJP6","13;12;1;1","13;12;1;1","13;12;1;1","Transgelin-2;Transgelin-2 (Fragment)",4,13,13,13
"2237","P37837;F2Z393;E9PM01;E9PKI8","P37837;F2Z393;E9PM01;E9PKI8","P37837;F2Z393","16;9;1;1","16;9;1;1","16;9;1;1","Transaldolase;Transaldolase",4,16,16,16
"2238","P38117;M0QY67","P38117;M0QY67","P38117;M0QY67","8;4","8;4","8;4","Electron transfer flavoprotein subunit beta;Electron transfer flavoprotein subunit beta (Fragment)",2,8,8,8
"2239","P38159;H3BT71;H0Y6E7;H3BUY5;H3BR27;H3BNC1;O75526;Q8N7X1","P38159;H3BT71;H0Y6E7;H3BUY5;H3BR27;H3BNC1;O75526;Q8N7X1","P38159;H3BT71;H0Y6E7;H3BUY5","28;21;19;15;10;5;5;1","28;21;19;15;10;5;5;1","15;11;11;7;5;2;3;0","RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome (Fragment);RNA-binding motif protein, X chromosome",8,28,28,15
"2240","P38435;F8WCF0;F8WB98;F8WDU9","P38435;F8WCF0;F8WB98;F8WDU9","P38435","8;1;1;1","8;1;1;1","8;1;1;1","Vitamin K-dependent gamma-carboxylase",4,8,8,8
"2241","P38606;C9JVW8;C9JA17","P38606;C9JVW8;C9JA17","P38606","16;6;5","16;6;5","16;6;5","V-type proton ATPase catalytic subunit A",3,16,16,16
"2242","P38646;A0A3B3ITI4;D6RJI2;H0YBG6;H0Y8S0;D6RA73;A0A3B3ITN1","P38646;A0A3B3ITI4;D6RJI2;H0YBG6;H0Y8S0;D6RA73;A0A3B3ITN1","P38646","45;10;9;8;6;4;3","44;10;9;8;6;4;3","44;10;9;8;6;4;3","Stress-70 protein, mitochondrial",7,45,44,44
"2243","P38919;I3L3H2;J3QQP0;E9PBH4;F8WE11","P38919;I3L3H2;J3QQP0;E9PBH4;F8WE11","P38919;I3L3H2","21;19;1;1;1","18;16;0;0;0","18;16;0;0;0","Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III",5,21,18,18
"2244","P39019;M0R2L9;M0QYF7;M0R140;A0A075B6E2","P39019;M0R2L9;M0QYF7;M0R140;A0A075B6E2","P39019;M0R2L9;M0QYF7;M0R140","14;7;7;7;6","14;7;7;7;6","14;7;7;7;6","40S ribosomal protein S19;40S ribosomal protein S19 (Fragment);40S ribosomal protein S19 (Fragment);40S ribosomal protein S19 (Fragment)",5,14,14,14
"2245","P39023;G5E9G0;B5MCW2;H7C422;H7C3M2;F8WCR1;Q92901","P39023;G5E9G0;B5MCW2;H7C422;H7C3M2;F8WCR1;Q92901","P39023;G5E9G0;B5MCW2;H7C422","34;30;17;17;14;6;4","34;30;17;17;14;6;4","34;30;17;17;14;6;4","60S ribosomal protein L3;60S ribosomal protein L3;60S ribosomal protein L3 (Fragment);60S ribosomal protein L3 (Fragment)",7,34,34,34
"2246","P39060;H7BXV5;H7C457","P39060;H7BXV5;H7C457","P39060;H7BXV5;H7C457","6;5;3","6;5;3","6;5;3","Collagen alpha-1(XVIII) chain;Collagen alpha-1(XVIII) chain (Fragment);Collagen alpha-1(XVIII) chain (Fragment)",3,6,6,6
"2247","P39748;I3L3E9;F5H1Y3","P39748;I3L3E9;F5H1Y3","P39748;I3L3E9","8;6;2","7;5;2","7;5;2","Flap endonuclease 1;Flap endonuclease 1 (Fragment)",3,8,7,7
"2248","P40121;E7ENU9;B8ZZL6;H7C0X8","P40121;E7ENU9;B8ZZL6;H7C0X8","P40121;E7ENU9;B8ZZL6","11;7;6;3","11;7;6;3","11;7;6;3","Macrophage-capping protein;Macrophage-capping protein (Fragment);Macrophage-capping protein (Fragment)",4,11,11,11
"2249","P40189;A0A494BZU0;D6RH03;Q5FC05","P40189;A0A494BZU0;D6RH03;Q5FC05","P40189;A0A494BZU0;D6RH03","4;3;2;1","4;3;2;1","4;3;2;1","Interleukin-6 receptor subunit beta;Interleukin-6 receptor subunit beta;Interleukin-6 receptor subunit beta",4,4,4,4
"2250","P40222;Q9NUQ3;Q8N3L3","P40222;Q9NUQ3;Q8N3L3","P40222","8;1;1","8;1;1","8;1;1","Alpha-taxilin",3,8,8,8
"2251","P40227;Q92526","P40227;Q92526","P40227","20;4","20;4","20;4","T-complex protein 1 subunit zeta",2,20,20,20
"2252","P40261","P40261","P40261","8","8","8","Nicotinamide N-methyltransferase",1,8,8,8
"2253","P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0","P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0","P40429;M0QYS1;Q8J015","19;16;15;6;2;2","19;16;15;6;2;2","19;16;15;6;2;2","60S ribosomal protein L13a;60S ribosomal protein L13a (Fragment);60S ribosomal protein L13a",6,19,19,19
"2254","P40763;G8JLH9","P40763;G8JLH9","P40763;G8JLH9","9;8","9;8","9;8","Signal transducer and activator of transcription 3;Signal transducer and activator of transcription",2,9,9,9
"2255","P40818;A0A075B720;H0YLH2;H0YM47;H0YNL5;H0YKV1","P40818;A0A075B720;H0YLH2;H0YM47;H0YNL5;H0YKV1","P40818;A0A075B720","4;2;1;1;1;1","4;2;1;1;1;1","4;2;1;1;1;1","Ubiquitin carboxyl-terminal hydrolase 8;Ubiquitin carboxyl-terminal hydrolase 8",6,4,4,4
"2256","P40925;B9A041;A0A5K1VW95;B8ZZ51;C9JF79;C9JRL4","P40925;B9A041;A0A5K1VW95;B8ZZ51;C9JF79;C9JRL4","P40925;B9A041;A0A5K1VW95;B8ZZ51;C9JF79","11;10;9;7;6;4","11;10;9;7;6;4","11;10;9;7;6;4","Malate dehydrogenase, cytoplasmic;Malate dehydrogenase, cytoplasmic;Malate dehydrogenase;Malate dehydrogenase, cytoplasmic;Malate dehydrogenase (Fragment)",6,11,11,11
"2257","P40926;G3XAL0","P40926;G3XAL0","P40926;G3XAL0","23;17","23;17","23;17","Malate dehydrogenase, mitochondrial;Malate dehydrogenase",2,23,23,23
"2258","P40938;A0A087X270","P40938;A0A087X270","P40938;A0A087X270","2;1","2;1","2;1","Replication factor C subunit 3;Replication factor C subunit 3 (Fragment)",2,2,2,2
"2259","P41091;Q2VIR3;H7BZU1","P41091;Q2VIR3;H7BZU1","P41091;Q2VIR3","21;16;9","21;16;9","21;16;9","Eukaryotic translation initiation factor 2 subunit 3;Eukaryotic translation initiation factor 2 subunit 3B",3,21,21,21
"2260","P41223;C9JCD9","P41223;C9JCD9","P41223;C9JCD9","5;4","5;4","5;4","Protein BUD31 homolog;Protein BUD31 homolog",2,5,5,5
"2261","P41226","P41226","P41226","4","4","4","Ubiquitin-like modifier-activating enzyme 7",1,4,4,4
"2262","P41227;C9JN83;F8W808;A8MWP7;Q9BSU3;C9JW55;H0Y8T0","P41227;C9JN83;F8W808;A8MWP7;Q9BSU3;C9JW55;H0Y8T0","P41227;C9JN83;F8W808;A8MWP7;Q9BSU3;C9JW55","4;3;3;3;3;2;1","4;3;3;3;3;2;1","4;3;3;3;3;2;1","N-alpha-acetyltransferase 10;N-alpha-acetyltransferase 10 (Fragment);N-alpha-acetyltransferase 10;N-alpha-acetyltransferase 10;N-alpha-acetyltransferase 11;N-alpha-acetyltransferase 10 (Fragment)",7,4,4,4
"2263","P41240;H3BUM9;H3BU69","P41240;H3BUM9;H3BU69","P41240;H3BUM9","4;2;1","4;2;1","4;2;1","Tyrosine-protein kinase CSK;Tyrosine-protein kinase CSK (Fragment)",3,4,4,4
"2264","P41250;H7C443","P41250;H7C443","P41250","22;1","22;1","22;1","Glycine--tRNA ligase",2,22,22,22
"2265","P41252;J3KR24;A0A0A0MSX9;Q5TCD1;Q5TCC6;Q5TCC9","P41252;J3KR24;A0A0A0MSX9;Q5TCD1;Q5TCC6;Q5TCC9","P41252;J3KR24;A0A0A0MSX9","30;29;28;5;2;1","30;29;28;5;2;1","30;29;28;5;2;1","Isoleucine--tRNA ligase, cytoplasmic;Isoleucine--tRNA ligase, cytoplasmic;Isoleucine--tRNA ligase, cytoplasmic",6,30,30,30
"2266","P41743","P41743","P41743","3","3","3","Protein kinase C iota type",1,3,3,3
"2267","P42025","P42025","P42025","6","2","2","Beta-centractin",1,6,2,2
"2268","P42126;Q96DC0;H3BS70","P42126;Q96DC0;H3BS70","P42126;Q96DC0;H3BS70","5;4;3","5;4;3","5;4;3","Enoyl-CoA delta isomerase 1, mitochondrial;DCI protein;Enoyl-CoA delta isomerase 1, mitochondrial (Fragment)",3,5,5,5
"2269","P42166","P42166","P42166","16","6","6","Lamina-associated polypeptide 2, isoform alpha",1,16,6,6
"2270","P42167;G5E972;H0YJH7","P42167;G5E972;H0YJH7","P42167;G5E972","19;16;9","19;16;9","9;6;6","Lamina-associated polypeptide 2, isoforms beta/gamma;Lamina-associated polypeptide 2, isoforms beta/gamma",3,19,19,9
"2271","P42224;J3KPM9;E7EPD2;D2KFR9;E7ENM1;H7BZB5;E9PH66;H7BZ88","P42224;J3KPM9;E7EPD2;D2KFR9;E7ENM1;H7BZB5;E9PH66;H7BZ88","P42224;J3KPM9","29;26;7;7;4;3;2;1","29;26;7;7;4;3;2;1","29;26;7;7;4;3;2;1","Signal transducer and activator of transcription 1-alpha/beta;Signal transducer and activator of transcription",8,29,29,29
"2272","P42285;H0YAC4","P42285;H0YAC4","P42285","11;2","11;2","11;2","Exosome RNA helicase MTR4",2,11,11,11
"2273","P42345;B1AKP8","P42345;B1AKP8","P42345","9;4","9;4","9;4","Serine/threonine-protein kinase mTOR",2,9,9,9
"2274","P42356;A4QPH2;A8MTF1","P42356;A4QPH2;A8MTF1","P42356;A4QPH2","4;2;1","4;2;1","4;2;1","Phosphatidylinositol 4-kinase alpha;Putative phosphatidylinositol 4-kinase alpha-like protein P2",3,4,4,4
"2275","P42357;F8W0V1;F8VNX0","P42357;F8W0V1;F8VNX0","P42357;F8W0V1","4;2;1","4;2;1","4;2;1","Histidine ammonia-lyase;Histidine ammonia-lyase (Fragment)",3,4,4,4
"2276","P42574;C9JXR7;A8MVM1","P42574;C9JXR7;A8MVM1","P42574;C9JXR7;A8MVM1","2;1;1","2;1;1","2;1;1","Caspase-3;Caspase-3 (Fragment);Caspase-3",3,2,2,2
"2277","P42677","P42677","P42677","6","6","3","40S ribosomal protein S27",1,6,6,3
"2278","P42704;B8ZZ38;A0A0C4DG06;C9JCA9","P42704;B8ZZ38;A0A0C4DG06;C9JCA9","P42704","38;9;9;7","38;9;9;7","38;9;9;7","Leucine-rich PPR motif-containing protein, mitochondrial",4,38,38,38
"2279","P42765;A0A0B4J2A4;K7EME0;K7ER88;K7EJB1;K7EJ68","P42765;A0A0B4J2A4;K7EME0;K7ER88;K7EJB1;K7EJ68","P42765;A0A0B4J2A4;K7EME0","16;15;12;2;2;2","16;15;12;2;2;2","16;15;12;2;2;2","3-ketoacyl-CoA thiolase, mitochondrial;3-ketoacyl-CoA thiolase, mitochondrial;3-ketoacyl-CoA thiolase, mitochondrial",6,16,16,16
"2280","P42766;F2Z388","P42766;F2Z388","P42766","11;5","11;5","11;5","60S ribosomal protein L35",2,11,11,11
"2281","P42785;E9PNF7;E9PQB5;E9PL85;E9PQN3;E9PKN6;E9PIG4;E9PNJ1;E9PL49;E9PLY4","P42785;E9PNF7;E9PQB5;E9PL85;E9PQN3;E9PKN6;E9PIG4;E9PNJ1;E9PL49;E9PLY4","P42785;E9PNF7;E9PQB5;E9PL85;E9PQN3;E9PKN6;E9PIG4","10;5;5;5;5;5;5;4;2;2","10;5;5;5;5;5;5;4;2;2","10;5;5;5;5;5;5;4;2;2","Lysosomal Pro-X carboxypeptidase;Lysosomal Pro-X carboxypeptidase (Fragment);Lysosomal Pro-X carboxypeptidase (Fragment);Lysosomal Pro-X carboxypeptidase (Fragment);Lysosomal Pro-X carboxypeptidase (Fragment);Lysosomal Pro-X carboxypeptidase (Fragment);Lys",10,10,10,10
"2282","P43007","P43007","P43007","2","2","2","Neutral amino acid transporter A",1,2,2,2
"2283","P43034;I3L3N5;I3L495","P43034;I3L3N5;I3L495","P43034","8;3;1","8;3;1","8;3;1","Platelet-activating factor acetylhydrolase IB subunit alpha",3,8,8,8
"2284","P43121","P43121","P43121","25","25","25","Cell surface glycoprotein MUC18",1,25,25,25
"2285","P43155;B7ZBP5;A6PVN3;H0Y4Z7","P43155;B7ZBP5;A6PVN3;H0Y4Z7","P43155","6;2;2;1","6;2;2;1","6;2;2;1","Carnitine O-acetyltransferase",4,6,6,6
"2286","P43235;Q5QP40","P43235;Q5QP40","P43235","6;1","6;1","6;1","Cathepsin K",2,6,6,6
"2287","P43246;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02;A0A2R8Y7S8","P43246;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02;A0A2R8Y7S8","P43246;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02;A0A2R8Y7S8","8;6;6;6;6;5","8;6;6;6;6;5","6;4;4;4;4;3","DNA mismatch repair protein Msh2;DNA mismatch repair protein;DNA mismatch repair protein;DNA mismatch repair protein;DNA mismatch repair protein;DNA mismatch repair protein Msh2",6,8,8,6
"2288","P43251;A0A5F9ZH15;A0A5F9ZH80","P43251;A0A5F9ZH15;A0A5F9ZH80","P43251;A0A5F9ZH15;A0A5F9ZH80","2;1;1","2;1;1","2;1;1","Biotinidase;Biotinidase (Fragment);Biotinidase",3,2,2,2
"2289","P43304;F5GYK7","P43304;F5GYK7","P43304","11;5","11;5","11;5","Glycerol-3-phosphate dehydrogenase, mitochondrial",2,11,11,11
"2290","P43490;A0A0C4DFS8;C9JF35;C9JG65","P43490;A0A0C4DFS8;C9JF35;C9JG65","P43490;A0A0C4DFS8","12;9;1;1","12;9;1;1","12;9;1;1","Nicotinamide phosphoribosyltransferase;Nicotinamide phosphoribosyltransferase",4,12,12,12
"2291","P43686","P43686","P43686","12","11","11","26S proteasome regulatory subunit 6B",1,12,11,11
"2292","P43897;C9JG32;C9JT21;F8VPA7;F8VS27;F8WCK2;A0A494C1M9","P43897;C9JG32;C9JT21;F8VPA7;F8VS27;F8WCK2;A0A494C1M9","P43897;C9JG32;C9JT21;F8VPA7;F8VS27","4;2;2;2;2;1;1","4;2;2;2;2;1;1","4;2;2;2;2;1;1","Elongation factor Ts, mitochondrial;Elongation factor Ts, mitochondrial (Fragment);Elongation factor Ts, mitochondrial (Fragment);Elongation factor Ts, mitochondrial;Elongation factor Ts, mitochondrial",7,4,4,4
"2293","P45877","P45877","P45877","3","3","3","Peptidyl-prolyl cis-trans isomerase C",1,3,3,3
"2294","P45954","P45954","P45954","3","3","3","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",1,3,3,3
"2295","P45973;F8VNY3","P45973;F8VNY3","P45973;F8VNY3","4;2","4;2","4;2","Chromobox protein homolog 5;Chromobox protein homolog 5 (Fragment)",2,4,4,4
"2296","P45974;F5H571","P45974;F5H571","P45974","20;2","20;2","20;2","Ubiquitin carboxyl-terminal hydrolase 5",2,20,20,20
"2297","P46013","P46013","P46013","2","2","2","Proliferation marker protein Ki-67",1,2,2,2
"2298","P46060;H0Y4Q3;B0QYT5;B0QYT4;B0QYT6","P46060;H0Y4Q3;B0QYT5;B0QYT4;B0QYT6","P46060","19;7;4;4;3","19;7;4;4;3","19;7;4;4;3","Ran GTPase-activating protein 1",5,19,19,19
"2299","P46063;F8WA66;F8WD97;F5H2L2;F5H4P4;F5H3W0;F5GYB7","P46063;F8WA66;F8WD97;F5H2L2;F5H4P4;F5H3W0;F5GYB7","P46063","19;5;5;3;2;2;1","19;5;5;3;2;2;1","19;5;5;3;2;2;1","ATP-dependent DNA helicase Q1",7,19,19,19
"2300","P46087;F5GWB7;F5H709;F5H5X6;F5H359;F5GYR3;F5H8G6","P46087;F5GWB7;F5H709;F5H5X6;F5H359;F5GYR3;F5H8G6","P46087","18;5;5;5;3;3;1","18;5;5;5;3;3;1","18;5;5;5;3;3;1","Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase",7,18,18,18
"2301","P46109","P46109","P46109","2","2","2","Crk-like protein",1,2,2,2
"2302","P46734;P52564","P46734;P52564","P46734;P52564","2;1","2;1","2;1","Dual specificity mitogen-activated protein kinase kinase 3;Dual specificity mitogen-activated protein kinase kinase 6",2,2,2,2
"2303","P46776;E9PJD9;E9PLL6;E9PLX7","P46776;E9PJD9;E9PLL6;E9PLX7","P46776;E9PJD9;E9PLL6","9;7;7;4","9;7;7;4","9;7;7;4","60S ribosomal protein L27a;60S ribosomal protein L27a;60S ribosomal protein L27a",4,9,9,9
"2304","P46777;A0A2R8Y6J3;A0A2R8Y4A2;Q5T7N0;R4GNJ2","P46777;A0A2R8Y6J3;A0A2R8Y4A2;Q5T7N0;R4GNJ2","P46777;A0A2R8Y6J3","25;20;11;7;5","25;20;11;7;5","25;20;11;7;5","60S ribosomal protein L5;60S ribosomal protein L5 (Fragment)",5,25,25,25
